0	5	100	0
0	8	100	1
0	6	100	2
0	10	100	3
0	9	100	4
0	7	100	5
0	1	100	6
0	8	100	5
0	5	100	7
0	6	100	6
0	2	100	10
0	10	100	7
0	7	100	6
0	9	100	8
0	8	100	6
0	3	100	15
0	1	100	9
0	4	100	17
0	6	100	8
0	5	100	10
0	10	100	8
0	7	100	8
0	9	100	8
0	8	100	8
0	6	100	5
0	5	100	5
0	2	100	15
0	1	100	10
0	10	100	7
0	9	100	6
0	7	100	8
0	8	100	7
0	5	100	6
0	6	100	8
0	10	100	5
0	1	100	7
0	9	100	6
0	8	100	5
0	7	100	7
0	3	100	23
0	6	100	6
0	5	100	8
0	2	100	15
0	10	100	8
0	4	100	26
0	9	100	8
0	7	100	7
0	8	100	9
0	5	100	6
0	6	100	8
0	1	100	14
0	10	100	7
0	7	100	5
0	9	100	7
0	8	100	6
0	5	100	6
0	6	100	6
0	1	100	6
0	10	100	6
0	2	100	16
0	7	100	7
0	9	100	7
0	8	100	7
0	5	100	7
0	6	100	7
0	3	100	25
0	10	100	7
0	1	100	9
0	7	100	7
0	9	100	7
0	8	100	7
0	5	100	7
0	6	100	7
0	4	100	28
0	10	100	7
0	2	100	15
0	7	100	7
0	9	100	7
0	5	100	6
0	6	100	6
0	8	100	9
0	1	100	13
0	10	100	7
0	7	100	6
0	5	100	5
0	9	100	7
0	6	100	6
0	8	100	6
0	10	100	5
0	3	100	23
0	1	100	8
0	7	100	7
0	2	100	16
0	5	100	8
0	9	100	8
0	8	100	7
0	6	100	9
0	10	100	8
0	4	100	24
0	7	100	7
0	1	100	9
0	5	100	7
0	9	100	7
0	8	100	7
0	6	100	7
0	10	100	7
0	7	100	6
0	2	100	14
0	9	100	5
0	5	100	7
0	8	100	6
0	3	100	21
0	1	100	11
0	6	100	8
0	10	100	8
0	7	100	8
0	9	100	7
0	5	100	7
0	8	100	7
0	10	100	4
0	6	100	6
0	7	100	5
0	1	100	9
0	4	100	24
0	9	100	7
0	5	100	7
0	2	100	18
0	8	100	8
0	10	100	8
0	6	100	8
0	7	100	8
0	1	100	8
0	9	100	7
0	5	100	7
0	3	100	22
0	8	100	7
0	6	100	6
0	10	100	8
0	7	100	7
0	9	100	6
0	5	100	6
0	1	100	9
0	8	100	6
0	6	100	6
0	10	100	6
0	7	100	6
0	2	100	19
0	9	100	7
0	5	100	7
0	8	100	6
0	6	100	6
0	10	100	6
0	7	100	6
0	4	100	29
0	1	100	12
0	9	100	7
0	5	100	7
0	8	100	7
0	6	100	7
0	10	100	7
0	7	100	7
0	3	100	26
0	9	100	6
0	2	100	16
0	5	100	7
0	1	100	10
0	8	100	8
0	6	100	8
0	7	100	7
0	10	100	9
0	9	100	7
0	5	100	6
0	8	100	5
0	6	100	5
0	7	100	5
0	10	100	5
0	1	100	10
0	9	100	6
0	5	100	6
0	8	100	6
0	2	100	16
0	4	100	27
0	6	100	8
0	7	100	8
0	10	100	8
0	9	100	7
0	5	100	7
0	3	100	25
0	8	100	8
0	1	100	12
0	6	100	7
0	7	100	7
0	10	100	7
0	9	100	7
0	5	100	7
0	8	100	6
0	6	100	5
0	1	100	7
0	2	100	17
0	7	100	7
0	10	100	7
0	9	100	7
0	8	100	6
0	5	100	8
0	6	100	7
0	7	100	5
0	10	100	5
0	9	100	5
0	8	100	5
0	5	100	5
0	4	100	28
0	1	100	13
0	3	100	24
0	6	100	8
0	7	100	8
0	10	100	8
0	2	100	17
0	9	100	9
0	8	100	9
0	5	100	9
0	6	100	6
0	1	100	9
0	7	100	7
0	10	100	7
0	9	100	6
0	8	100	6
0	5	100	6
0	6	100	6
0	10	100	4
0	7	100	6
0	1	100	8
0	9	100	6
0	8	100	6
0	5	100	6
0	6	100	6
0	2	100	18
0	3	100	23
0	4	100	26
0	10	100	9
0	7	100	9
0	9	100	8
0	8	100	8
0	5	100	8
0	6	100	8
0	1	100	13
0	10	100	6
0	7	100	6
0	9	100	6
0	8	100	6
0	5	100	6
0	6	100	6
0	2	100	15
0	1	100	7
0	10	100	7
0	8	100	5
0	9	100	7
0	7	100	9
0	5	100	7
0	6	100	7
0	10	100	5
0	3	100	23
0	8	100	6
0	9	100	6
0	7	100	6
0	1	100	11
0	5	100	7
0	6	100	7
0	4	100	29
0	10	100	8
0	2	100	17
0	8	100	8
0	9	100	8
0	7	100	8
0	5	100	7
0	6	100	7
0	1	100	10
0	10	100	7
0	8	100	6
0	9	100	6
0	7	100	6
0	5	100	6
0	6	100	6
0	1	100	6
0	10	100	6
0	3	100	23
0	8	100	7
0	2	100	16
0	6	100	5
0	7	100	8
0	5	100	8
0	9	100	11
0	10	100	7
0	4	100	24
0	8	100	7
0	1	100	11
0	6	100	7
0	5	100	6
0	7	100	8
0	9	100	7
0	10	100	7
0	8	100	6
0	6	100	5
0	5	100	5
0	9	100	4
0	7	100	6
0	2	100	18
0	1	100	11
0	10	100	7
0	8	100	7
0	3	100	24
0	6	100	8
0	5	100	8
0	9	100	8
0	7	100	8
0	10	100	6
0	8	100	6
0	1	100	9
0	6	100	6
0	5	100	6
0	9	100	6
0	7	100	6
0	10	100	6
0	4	100	29
0	8	100	7
0	2	100	18
0	6	100	7
0	5	100	7
0	9	100	7
0	1	100	11
0	7	100	8
0	10	100	8
0	8	100	7
0	6	100	6
0	5	100	6
0	9	100	6
0	3	100	25
0	7	100	6
0	10	100	6
0	8	100	6
0	6	100	6
0	1	100	11
0	5	100	7
0	2	100	17
0	9	100	8
0	7	100	7
0	10	100	7
0	8	100	7
0	6	100	7
0	5	100	6
0	9	100	5
0	1	100	9
0	7	100	6
0	4	100	29
0	10	100	7
0	8	100	7
0	6	100	7
0	5	100	7
0	9	100	7
0	7	100	6
0	10	100	5
0	2	100	17
0	8	100	6
0	3	100	26
0	6	100	7
0	5	100	7
0	1	100	14
0	9	100	8
0	7	100	8
0	10	100	8
0	8	100	7
0	5	100	5
0	6	100	7
0	1	100	6
0	7	100	5
0	9	100	7
0	5	100	4
0	8	100	6
0	10	100	8
0	6	100	6
0	2	100	18
0	4	100	27
0	7	100	7
0	9	100	7
0	5	100	7
0	1	100	11
0	8	100	8
0	6	100	7
0	10	100	9
0	3	100	25
0	7	100	7
0	9	100	7
0	5	100	7
0	8	100	6
0	6	100	6
0	10	100	6
0	1	100	10
0	7	100	6
0	9	100	6
0	2	100	18
0	5	100	7
0	8	100	7
0	6	100	7
0	10	100	7
0	7	100	6
0	9	100	6
0	1	100	9
0	8	100	5
0	6	100	5
0	5	100	8
0	10	100	6
0	4	100	29
0	7	100	7
0	9	100	7
0	3	100	24
0	2	100	15
0	8	100	8
0	5	100	7
0	6	100	9
0	10	100	8
0	1	100	13
0	7	100	8
0	9	100	8
0	8	100	6
0	5	100	6
0	6	100	6
0	10	100	6
0	9	100	4
0	7	100	6
0	1	100	8
0	8	100	6
0	5	100	6
0	6	100	6
0	10	100	6
0	2	100	18
0	7	100	6
0	9	100	8
0	3	100	22
0	4	100	26
0	8	100	8
0	1	100	10
0	5	100	9
0	6	100	9
0	10	100	9
0	7	100	8
0	9	100	8
0	8	100	6
0	6	100	4
0	5	100	6
0	10	100	5
0	7	100	5
0	9	100	5
0	1	100	11
0	2	100	18
0	8	100	7
0	6	100	7
0	5	100	7
0	10	100	7
0	7	100	7
0	9	100	7
0	8	100	5
0	1	100	8
0	3	100	24
0	6	100	7
0	10	100	6
0	5	100	8
0	9	100	6
0	7	100	8
0	4	100	29
0	2	100	15
0	8	100	9
0	6	100	7
0	10	100	7
0	5	100	7
0	7	100	6
0	1	100	13
0	9	100	9
0	8	100	6
0	6	100	6
0	10	100	6
0	5	100	6
0	7	100	6
0	9	100	5
0	8	100	5
0	1	100	8
0	6	100	6
0	3	100	23
0	2	100	17
0	10	100	8
0	9	100	6
0	5	100	9
0	7	100	9
0	8	100	8
0	1	100	8
0	6	100	8
0	4	100	26
0	9	100	6
0	10	100	8
0	7	100	6
0	5	100	8
0	8	100	7
0	6	100	6
0	9	100	5
0	10	100	5
0	7	100	5
0	2	100	17
0	1	100	12
0	5	100	7
0	8	100	7
0	6	100	7
0	7	100	5
0	3	100	24
0	10	100	8
0	9	100	10
0	5	100	6
0	8	100	6
0	6	100	6
0	1	100	10
0	7	100	7
0	10	100	6
0	9	100	6
0	5	100	6
0	8	100	6
0	6	100	6
0	4	100	28
0	2	100	19
0	1	100	8
0	7	100	8
0	9	100	7
0	10	100	9
0	8	100	7
0	5	100	9
0	6	100	8
0	7	100	5
0	9	100	5
0	10	100	5
0	3	100	24
0	5	100	5
0	8	100	7
0	1	100	12
0	6	100	7
0	2	100	15
0	7	100	8
0	10	100	7
0	9	100	9
0	5	100	7
0	8	100	7
0	6	100	6
0	1	100	8
0	7	100	6
0	9	100	5
0	10	100	7
0	4	100	27
0	5	100	7
0	8	100	7
0	6	100	7
0	2	100	14
0	1	100	8
0	7	100	8
0	9	100	8
0	10	100	8
0	5	100	7
0	3	100	25
0	8	100	8
0	6	100	8
0	7	100	6
0	9	100	6
0	1	100	9
0	10	100	7
0	5	100	7
0	2	100	13
0	8	100	7
0	6	100	7
0	7	100	7
0	10	100	5
0	9	100	8
0	4	100	23
0	5	100	7
0	1	100	10
0	8	100	7
0	7	100	6
0	6	100	8
0	3	100	19
0	9	100	7
0	10	100	9
0	5	100	7
0	2	100	15
0	1	100	8
0	8	100	8
0	7	100	8
0	6	100	8
0	10	100	6
0	9	100	8
0	5	100	7
0	1	100	6
0	8	100	6
0	6	100	5
0	4	100	20
0	7	100	8
0	5	100	5
0	2	100	13
1	9	100	8
1	10	100	10
1	3	100	20
1	1	100	9
1	8	100	9
1	7	100	7
1	6	100	10
1	5	100	8
1	2	100	8
1	4	100	12
1	9	100	9
1	10	100	9
1	8	100	7
1	7	100	7
1	6	100	7
1	5	100	7
1	1	100	12
1	9	100	6
1	10	100	6
1	8	100	6
1	7	100	6
1	6	100	6
1	5	100	6
1	9	100	5
1	2	100	15
1	10	100	6
1	1	100	9
1	8	100	7
1	7	100	7
1	5	100	6
1	6	100	8
1	3	100	28
1	9	100	8
1	10	100	7
1	8	100	6
1	4	100	25
1	7	100	7
1	5	100	7
1	6	100	7
1	9	100	6
1	1	100	13
1	10	100	7
1	2	100	17
1	8	100	8
1	7	100	7
1	5	100	7
1	6	100	7
1	9	100	7
1	10	100	6
1	1	100	8
1	7	100	5
1	8	100	7
1	5	100	6
1	6	100	6
1	9	100	6
1	10	100	6
1	3	100	24
1	7	100	6
1	2	100	15
1	1	100	9
1	8	100	8
1	5	100	8
1	6	100	8
1	9	100	8
1	10	100	8
1	4	100	29
1	7	100	8
1	8	100	6
1	5	100	6
1	6	100	6
1	9	100	6
1	10	100	6
1	1	100	12
1	7	100	6
1	2	100	15
1	5	100	6
1	9	100	5
1	8	100	9
1	6	100	8
1	3	100	22
1	10	100	8
1	1	100	8
1	7	100	8
1	5	100	7
1	8	100	6
1	9	100	8
1	10	100	5
1	6	100	8
1	4	100	22
1	7	100	6
1	2	100	15
1	1	100	9
1	5	100	8
1	6	100	5
1	9	100	8
1	10	100	8
1	8	100	11
1	3	100	17
1	7	100	8
1	5	100	6
1	6	100	6
1	10	100	5
1	9	100	7
1	8	100	6
1	1	100	12
1	2	100	14
1	7	100	7
1	5	100	7
1	6	100	7
1	10	100	7
1	8	100	6
1	9	100	8
1	1	100	7
1	4	100	24
1	7	100	7
1	5	100	7
1	6	100	7
1	8	100	6
1	10	100	8
1	9	100	7
1	7	100	5
1	3	100	23
1	2	100	16
1	5	100	7
1	6	100	7
1	1	100	12
1	9	100	6
1	10	100	8
1	8	100	10
1	7	100	8
1	5	100	6
1	6	100	6
1	9	100	5
1	10	100	5
1	1	100	8
1	8	100	6
1	7	100	6
1	5	100	6
1	6	100	6
1	4	100	25
1	2	100	17
1	10	100	7
1	9	100	9
1	1	100	8
1	8	100	8
1	3	100	23
1	7	100	9
1	5	100	9
1	6	100	9
1	10	100	7
1	9	100	7
1	7	100	4
1	8	100	7
1	2	100	12
1	6	100	5
1	1	100	11
1	5	100	8
1	10	100	7
1	9	100	7
1	4	100	19
1	7	100	8
1	8	100	8
1	3	100	16
1	1	100	7
1	5	100	7
1	6	100	10
1	2	100	12
1	10	100	9
1	9	100	9
1	7	100	8
1	8	100	8
1	6	100	5
1	5	100	7
1	1	100	9
1	9	100	5
1	10	100	7
1	8	100	5
1	7	100	7
1	6	100	6
1	5	100	6
1	10	100	4
1	9	100	6
1	2	100	15
1	1	100	9
1	8	100	7
1	4	100	25
1	3	100	23
1	7	100	9
1	6	100	9
1	5	100	9
1	10	100	9
1	9	100	9
1	8	100	7
1	1	100	9
1	7	100	6
1	6	100	6
1	5	100	6
1	10	100	6
1	9	100	6
1	2	100	16
1	8	100	7
1	1	100	7
1	7	100	7
1	6	100	7
1	5	100	7
1	10	100	7
1	9	100	7
1	8	100	6
1	3	100	21
1	7	100	6
1	6	100	6
1	4	100	25
1	5	100	7
1	10	100	7
1	1	100	12
1	9	100	8
1	8	100	8
1	2	100	17
1	7	100	8
1	6	100	8
1	5	100	7
1	10	100	7
1	9	100	6
1	8	100	6
1	1	100	9
1	7	100	6
1	6	100	6
1	5	100	6
1	9	100	5
1	10	100	7
1	8	100	6
1	7	100	5
1	3	100	23
1	6	100	6
1	2	100	16
1	5	100	7
1	1	100	11
1	10	100	7
1	9	100	9
1	8	100	8
1	7	100	8
1	4	100	29
1	5	100	6
1	6	100	9
1	10	100	6
1	9	100	6
1	8	100	6
1	7	100	6
1	1	100	11
1	5	100	6
1	6	100	6
1	10	100	6
1	9	100	6
1	8	100	6
1	2	100	19
1	7	100	7
1	1	100	7
1	3	100	24
1	5	100	8
1	6	100	8
1	10	100	8
1	9	100	8
1	8	100	8
1	7	100	7
1	5	100	5
1	6	100	5
1	10	100	5
1	1	100	10
1	9	100	6
1	7	100	5
1	8	100	7
1	4	100	29
1	2	100	17
1	5	100	8
1	6	100	8
1	10	100	8
1	9	100	7
1	7	100	7
1	8	100	7
1	1	100	11
1	5	100	6
1	6	100	6
1	10	100	6
1	9	100	6
1	3	100	26
1	7	100	7
1	8	100	7
1	5	100	6
1	1	100	8
1	2	100	16
1	6	100	8
1	10	100	8
1	9	100	8
1	8	100	6
1	7	100	8
1	5	100	7
1	6	100	5
1	10	100	5
1	4	100	26
1	9	100	6
1	1	100	11
1	8	100	7
1	7	100	7
1	5	100	7
1	6	100	7
1	10	100	7
1	9	100	6
1	2	100	17
1	8	100	6
1	7	100	6
1	5	100	6
1	3	100	26
1	1	100	11
1	6	100	8
1	10	100	8
1	8	100	6
1	9	100	9
1	5	100	6
1	7	100	8
1	1	100	6
1	2	100	12
1	6	100	7
1	10	100	7
1	4	100	24
1	8	100	8
1	9	100	8
1	7	100	7
1	5	100	9
1	1	100	8
1	3	100	17
1	6	100	8
1	10	100	8
1	9	100	6
1	7	100	6
1	8	100	9
1	5	100	7
1	2	100	15
1	10	100	5
1	1	100	9
1	6	100	8
1	7	100	6
1	9	100	8
1	8	100	7
1	5	100	7
1	10	100	6
1	4	100	21
1	6	100	6
1	9	100	5
1	7	100	7
1	5	100	5
1	8	100	7
1	1	100	12
1	3	100	22
1	2	100	16
1	10	100	9
1	7	100	6
1	9	100	8
1	6	100	10
1	5	100	8
1	8	100	8
1	10	100	5
1	1	100	9
1	9	100	5
1	7	100	7
1	5	100	5
1	6	100	7
1	8	100	6
1	10	100	6
1	2	100	14
1	7	100	5
1	6	100	4
1	5	100	6
1	1	100	10
1	9	100	10
1	8	100	7
1	4	100	29
1	3	100	23
1	10	100	9
1	9	100	4
1	6	100	8
1	5	100	8
1	7	100	11
1	8	100	7
1	10	100	5
1	1	100	11
1	2	100	16
1	6	100	6
1	9	100	8
1	7	100	6
1	10	100	5
1	8	100	7
1	5	100	10
1	1	100	7
1	6	100	6
1	9	100	6
1	3	100	18
1	7	100	7
1	10	100	7
1	8	100	7
1	5	100	7
1	4	100	24
1	2	100	15
1	6	100	8
1	9	100	8
1	1	100	11
1	7	100	8
1	10	100	8
1	8	100	8
1	5	100	8
1	6	100	6
1	9	100	6
1	7	100	5
1	10	100	5
1	8	100	5
1	5	100	5
1	1	100	10
1	2	100	14
1	6	100	7
1	9	100	7
1	7	100	7
1	10	100	7
1	8	100	7
1	5	100	7
1	3	100	27
1	1	100	8
1	6	100	7
1	9	100	7
1	4	100	26
1	7	100	8
1	10	100	8
1	8	100	8
1	5	100	8
1	6	100	6
1	9	100	6
1	2	100	17
1	1	100	10
1	10	100	6
1	7	100	8
1	8	100	7
1	5	100	7
1	6	100	7
1	9	100	7
1	10	100	5
1	7	100	5
1	8	100	5
1	5	100	5
1	3	100	22
1	1	100	11
1	9	100	6
1	6	100	8
1	10	100	7
1	7	100	7
1	8	100	7
1	5	100	7
1	2	100	19
1	4	100	27
1	1	100	8
1	9	100	8
1	6	100	8
1	8	100	6
1	5	100	6
1	7	100	9
1	10	100	11
1	9	100	5
1	6	100	5
1	8	100	5
1	5	100	5
1	7	100	5
1	1	100	11
1	10	100	6
1	2	100	15
1	3	100	24
1	9	100	8
1	6	100	8
1	8	100	8
1	5	100	8
1	7	100	8
1	10	100	7
1	1	100	9
1	9	100	6
1	8	100	5
1	6	100	7
1	5	100	6
1	7	100	6
1	10	100	6
1	4	100	29
1	9	100	6
1	2	100	16
1	8	100	7
1	6	100	7
1	1	100	11
1	5	100	8
1	10	100	7
1	7	100	9
1	3	100	22
1	8	100	6
1	10	100	3
1	7	100	3
1	5	100	6
1	9	100	12
1	6	100	10
1	1	100	10
1	2	100	14
1	8	100	7
1	7	100	6
1	9	100	5
1	10	100	9
1	4	100	21
1	6	100	7
1	5	100	10
1	1	100	8
1	8	100	7
1	7	100	7
1	9	100	7
1	10	100	7
1	3	100	20
1	6	100	7
1	5	100	7
1	2	100	15
1	8	100	7
1	1	100	9
1	9	100	7
1	7	100	9
1	5	100	5
1	10	100	9
1	6	100	8
1	8	100	6
1	9	100	5
1	7	100	5
1	5	100	5
1	10	100	5
1	6	100	5
1	1	100	11
1	4	100	25
1	2	100	15
1	8	100	8
1	9	100	8
1	7	100	8
1	5	100	8
1	10	100	8
1	6	100	8
1	3	100	25
1	1	100	9
1	8	100	7
1	9	100	7
1	7	100	7
1	5	100	7
1	6	100	6
1	10	100	8
1	8	100	5
1	2	100	15
1	9	100	6
1	1	100	9
1	7	100	7
1	5	100	7
1	10	100	6
1	6	100	8
1	8	100	7
1	9	100	6
1	7	100	5
1	5	100	5
1	10	100	5
1	6	100	5
1	4	100	29
1	1	100	11
1	3	100	23
1	8	100	8
1	9	100	8
1	7	100	8
1	5	100	8
1	10	100	8
1	2	100	20
1	6	100	9
1	8	100	6
1	1	100	9
1	7	100	6
1	9	100	8
1	5	100	7
1	10	100	7
1	6	100	6
1	8	100	6
1	7	100	5
1	9	100	5
1	5	100	5
1	10	100	5
1	6	100	5
1	1	100	11
1	8	100	6
1	2	100	16
1	3	100	23
1	4	100	26
1	9	100	8
1	7	100	10
1	10	100	8
1	5	100	10
1	6	100	9
1	8	100	8
1	1	100	10
1	9	100	6
1	7	100	6
2	10	100	6
2	5	100	6
2	6	100	6
2	8	100	6
2	2	100	15
2	1	100	7
2	9	100	7
2	7	100	7
2	3	100	18
2	4	100	18
2	10	100	9
2	5	100	9
2	6	100	9
2	8	100	9
2	9	100	7
2	7	100	7
2	1	100	10
2	10	100	6
2	5	100	6
2	6	100	6
2	8	100	6
2	7	100	5
2	9	100	7
2	2	100	18
2	10	100	6
2	5	100	6
2	6	100	6
2	8	100	6
2	1	100	11
2	7	100	7
2	9	100	7
2	3	100	22
2	10	100	7
2	5	100	7
2	6	100	7
2	8	100	7
2	4	100	26
2	7	100	7
2	9	100	7
2	1	100	10
2	2	100	16
2	5	100	7
2	10	100	9
2	6	100	8
2	8	100	8
2	7	100	7
2	9	100	7
2	1	100	7
2	5	100	6
2	10	100	6
2	6	100	6
2	8	100	6
2	7	100	6
2	9	100	6
2	3	100	22
2	5	100	6
2	10	100	6
2	6	100	6
2	8	100	6
2	2	100	18
2	9	100	6
2	1	100	13
