0	1.1871544263263543	8.25	47.983986139297485	47.983986139297485	0	93.4400%
0	0.4468451996395985	8.25	50.37156105041504	98.35554718971252	1	95.6600%
0	0.3373352301369111	8.25	50.23318600654602	148.58873319625854	2	96.5200%
0	0.28878847666084767	8.25	50.210824966430664	198.7995581626892	3	97.1000%
0	0.259589844259123	8.25	50.66386580467224	249.46342396736145	4	97.3500%
0	0.24223864005257686	8.25	50.47244119644165	299.9358651638031	5	97.5400%
0	0.22642354380960267	8.25	50.23142981529236	350.16729497909546	6	97.6500%
0	0.21170819090058407	8.25	50.28045630455017	400.44775128364563	7	97.8400%
0	0.20422855724270145	8.25	50.23286986351013	450.68062114715576	8	98.0100%
0	0.19419275620952248	8.25	50.08024191856384	500.7608630657196	9	98.0400%
