0	1.3300385443369547	8.25	47.95080304145813	47.95080304145813	0	91.8900%
0	0.4878333827108145	8.25	50.22378373146057	98.1745867729187	1	95.0800%
0	0.3673315134147803	8.25	50.041810274124146	148.21639704704285	2	95.9700%
0	0.31696492177744706	8.25	50.45850086212158	198.67489790916443	3	96.7700%
0	0.2818421598151326	8.25	49.957364082336426	248.63226199150085	4	96.9900%
0	0.25628949128091333	8.25	50.14449596405029	298.77675795555115	5	97.2800%
0	0.2369738556817174	8.25	50.405513048172	349.18227100372314	6	97.6200%
0	0.22618660087386766	8.25	50.05510711669922	399.23737812042236	7	97.7200%
0	0.21491877748941382	8.25	50.285337686538696	449.52271580696106	8	97.8500%
0	0.20687129360934098	8.25	49.88153123855591	499.40424704551697	9	97.9700%
