0	1.175827170362075	28.656041666666653	17.894675254821777	17.894675254821777	0	90.8300%
0	0.45882849136988324	29.564197222222248	20.559360027313232	38.45403528213501	1	95.2400%
0	0.3602089635034402	31.04833055555555	20.40713667869568	58.86117196083069	2	96.0100%
0	0.304099727794528	29.688108333333346	20.04630208015442	78.90747404098511	3	96.7700%
0	0.27775174281249443	29.20222222222222	20.64207911491394	99.54955315589905	4	97.2200%
0	0.2470868706703186	28.79416666666667	20.490936756134033	120.04048991203308	5	97.5100%
0	0.23434457724293073	29.055322222222216	20.85027813911438	140.89076805114746	6	97.6200%
0	0.21777234493444364	29.68919722222222	33.753827810287476	174.64459586143494	7	97.8100%
0	0.2141843347872297	2.146933333333334	102.62995934486389	277.2745552062988	8	97.9300%
0	0.19839581342414023	0.7346555555555552	218.48663187026978	495.7611870765686	9	97.9700%
