0	1.2003101826707523	8.25	48.220359086990356	48.220359086990356	0	92.0200%
0	0.48638130818804104	8.25	50.748549938201904	98.96890902519226	1	95.0600%
0	0.37253946870565413	8.25	50.3063862323761	149.27529525756836	2	95.6800%
0	0.3171722403292855	8.25	50.26209783554077	199.53739309310913	3	96.7200%
0	0.28310248910139	8.25	50.573556900024414	250.11094999313354	4	96.9800%
0	0.26134418860077857	8.25	50.163822174072266	300.2747721672058	5	97.4400%
0	0.2390972119818131	8.25	50.17584490776062	350.45061707496643	6	97.4500%
0	0.22010193380216758	8.25	50.17889094352722	400.62950801849365	7	97.7500%
0	0.21322291039551297	8.25	50.49834108352661	451.12784910202026	8	97.8900%
0	0.20310598980635405	8.25	50.56377291679382	501.6916220188141	9	98.0400%
