0	1.3872024596234163	34.309375	15.861340045928955	15.861340045928955	0	91.3200%
0	0.473021941408515	32.4388888888889	19.874986171722412	35.73632621765137	1	95.5400%
0	0.3402825112019976	34.8465972222222	18.585810899734497	54.322137117385864	2	96.4500%
0	0.28419963547339044	33.54770833333333	19.69263982772827	74.01477694511414	3	96.7900%
0	0.25143672032902636	35.69159722222223	18.6945538520813	92.70933079719543	4	97.2500%
0	0.23182133990029494	31.17826388888888	19.72256326675415	112.43189406394958	5	97.3500%
0	0.21530466206371784	34.76222222222222	18.746914863586426	131.178808927536	6	97.8100%
0	0.20622947949916123	31.11573333333334	38.55552911758423	169.73433804512024	7	97.9800%
0	0.1966849482928713	1.9441972222222228	105.98878479003906	275.7231228351593	8	98.0800%
0	0.18281766450653472	0.7509972222222221	217.64720511436462	493.3703279495239	9	98.1400%
